,Date,RealE_SUM
933,2022-06-28T14:11:00Z,203292031.64911145
934,2022-06-28T14:12:00Z,203297959.9661475
935,2022-06-28T14:13:00Z,203303953.98910794
936,2022-06-28T14:14:00Z,203309885.5914402
937,2022-06-28T14:15:00Z,203315864.8305676
938,2022-06-28T14:16:00Z,203321811.21673277
939,2022-06-28T14:17:00Z,203327683.8229404
940,2022-06-28T14:18:00Z,203333638.28313872
941,2022-06-28T14:19:00Z,203339551.8163417
942,2022-06-28T14:20:00Z,203345465.3495447
943,2022-06-28T14:21:00Z,203351456.08720893
944,2022-06-28T14:22:00Z,203357390.9748374
945,2022-06-28T14:23:00Z,203363324.21981755
946,2022-06-28T14:24:00Z,203369316.60012996
947,2022-06-28T14:25:00Z,203375230.13333294
948,2022-06-28T14:26:00Z,203381207.72981226
949,2022-06-28T14:27:00Z,203387155.75862563
950,2022-06-28T14:28:00Z,203393069.29182845
951,2022-06-28T14:29:00Z,203399027.17653048
952,2022-06-28T14:30:00Z,203404994.91712117
953,2022-06-28T14:31:00Z,203410908.45032415
954,2022-06-28T14:32:00Z,203416899.18798837
